Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Maharashtra,,,,,
Arhar/Tur,,,,,
, 2016-17,Kharif     ,54900,126400,2.30
,,Rabi       ,34100,53800,1.58
,,Total,89000,180200,2.02
, 2017-18,Kharif     ,55700,105800,1.90
,,Rabi       ,35400,60800,1.72
,,Total,91100,166600,1.83
, 2018-19,Kharif     ,59327,87350,1.47
,,Rabi       ,30704,44700,1.46
,,Total,90031,132050,1.47
 12.JALNA, 2010-11,Kharif     ,4200,5200,1.24
,,Rabi       ,130700,98900,0.76
,,Total,134900,104100,0.77
, 2011-12,Kharif     ,1800,2200,1.22
,,Rabi       ,81800,60100,0.73
,,Total,83600,62300,0.75
, 2012-13,Kharif     ,1600,1700,1.06
,,Rabi       ,93500,15000,0.16
,,Total,95100,16700,0.18
, 2013-14,Kharif     ,1600,1900,1.19
,,Rabi       ,111400,88800,0.80
,,Total,113000,90700,0.80
, 2014-15,Kharif     ,1100,300,0.27
,,Rabi       ,23100,6500,0.28
,,Total,24200,6800,0.28
, 2015-16,Kharif     ,1000,200,0.20
,,Rabi       ,109400,33400,0.31
,,Total,110400,33600,0.30
, 2016-17,Kharif     ,2200,3300,1.50
,,Rabi       ,102200,113800,1.11
,,Total,104400,117100,1.12
, 2017-18,Kharif     ,200,46,0.23
,,Rabi       ,91700,68000,0.74
,,Total,91900,68046,0.74
, 2018-19,Kharif     ,161,35,0.22
,,Rabi       ,51070,23800,0.47
,,Total,51231,23835,0.47
 13.KOLHAPUR, 2010-11,Kharif     ,8000,15100,1.89
,,Rabi       ,14000,22400,1.60
,,Total,22000,37500,1.70
, 2011-12,Kharif     ,7400,16800,2.27
,,Rabi       ,11800,19300,1.64
,,Total,19200,36100,1.88
, 2012-13,Kharif     ,7300,17900,2.45
,,Rabi       ,16500,22200,1.35
,,Total,23800,40100,1.68
, 2013-14,Kharif     ,6600,12200,1.85
,,Rabi       ,20300,31200,1.54
,,Total,26900,43400,1.61
, 2014-15,Kharif     ,6000,10900,1.82
,,Rabi       ,17100,27100,1.58
,,Total,23100,38000,1.65
, 2015-16,Kharif     ,5700,10100,1.77
,,Rabi       ,11400,13900,1.22
,,Total,17100,24000,1.40
, 2016-17,Kharif     ,6000,9800,1.63
,,Rabi       ,15100,32600,2.16
,,Total,21100,42400,2.01
, 2017-18,Kharif     ,4900,8600,1.76
,,Rabi       ,12600,19100,1.52
,,Total,17500,27700,1.58
, 2018-19,Kharif     ,3109,4437,1.43
,,Rabi       ,12200,16600,1.36
,,Total,15309,21037,1.37
 14.LATUR, 2010-11,Kharif     ,123600,176700,1.43
,,Rabi       ,31400,23200,0.74
,,Total,155000,199900,1.29
, 2011-12,Kharif     ,106200,139700,1.32
,,Rabi       ,27100,27300,1.01
,,Total,133300,167000,1.25
, 2012-13,Kharif     ,99900,166000,1.66
,,Rabi       ,30100,28200,0.94
,,Total,130000,194200,1.49
, 2013-14,Kharif     ,96000,147200,1.53
,,Rabi       ,30100,29900,0.99
,,Total,126100,177100,1.40
, 2014-15,Kharif     ,88300,94600,1.07
,,Rabi       ,22200,8100,0.36
,,Total,110500,102700,0.93
, 2015-16,Kharif     ,83500,39600,0.47
,,Rabi       ,24700,9200,0.37
,,Total,108200,48800,0.45
, 2016-17,Kharif     ,87800,77600,0.88
,,Rabi       ,40100,43600,1.09
,,Total,127900,121200,0.95
, 2017-18,Kharif     ,78408,67200,0.86
,,Rabi       ,32759,24700,0.75
,,Total,111167,91900,0.83
, 2018-19,Kharif     ,79498,56006,0.70
,,Rabi       ,23800,16200,0.68
,,Total,103298,72206,0.70
 15.NAGPUR, 2010-11,Kharif     ,12900,9500,0.74
,,Rabi       ,3300,1500,0.45
,,Total,16200,11000,0.68
, 2011-12,Kharif     ,7900,5600,0.71
,,Rabi       ,2100,1500,0.71
,,Total,10000,7100,0.71
, 2012-13,Kharif     ,6200,5100,0.82
,,Rabi       ,2300,1600,0.70
,,Total,8500,6700,0.79
, 2013-14,Kharif     ,4700,1900,0.40
,,Rabi       ,1800,1500,0.83
,,Total,6500,3400,0.52
, 2014-15,Kharif     ,3900,2300,0.59
,,Rabi       ,1100,400,0.36
,,Total,5000,2700,0.54
, 2015-16,Kharif     ,4000,3500,0.88
,,Rabi       ,700,300,0.43
,,Total,4700,3800,0.81
, 2016-17,Kharif     ,2200,1500,0.68
,,Rabi       ,700,200,0.29
,,Total,2900,1700,0.59
, 2017-18,Kharif     ,2300,1700,0.74
,,Rabi       ,100,14,0.14
,,Total,2400,1714,0.71
, 2018-19,Kharif     ,2238,982,0.44
,,Rabi       ,6,,0.00
,,Total,2244,982,0.44
 16.NANDED, 2010-11,Kharif     ,126500,133500,1.06
,,Rabi       ,29200,27900,0.96
,,Total,155700,161400,1.04
, 2011-12,Kharif     ,129300,167400,1.29
,,Rabi       ,28200,26500,0.94
,,Total,157500,193900,1.23
, 2012-13,Kharif     ,129400,157600,1.22
,,Rabi       ,22600,19300,0.85
,,Total,152000,176900,1.16
, 2013-14,Kharif     ,88300,71300,0.81
,,Rabi       ,28800,21100,0.73
,,Total,117100,92400,0.79
, 2014-15,Kharif     ,88300,28600,0.32
,,Rabi       ,25600,13000,0.51
,,Total,113900,41600,0.37
, 2015-16,Kharif     ,87100,32300,0.37
,,Rabi       ,24400,9200,0.38
,,Total,111500,41500,0.37
, 2016-17,Kharif     ,95000,35300,0.37
,,Rabi       ,33600,32400,0.96
,,Total,128600,67700,0.53
, 2017-18,Kharif     ,88397,57800,0.65
,,Rabi       ,35707,37600,1.05
,,Total,124104,95400,0.77
, 2018-19,Kharif     ,88197,61106,0.69
,,Rabi       ,20720,19400,0.94
,,Total,108917,80506,0.74
 17.NANDURBAR, 2010-11,Kharif     ,27600,45000,1.63
,,Rabi       ,32700,41000,1.25
,,Total,60300,86000,1.43
, 2011-12,Kharif     ,25200,60100,2.38
,,Rabi       ,23400,30400,1.30
,,Total,48600,90500,1.86
, 2012-13,Kharif     ,27100,53900,1.99
,,Rabi       ,25900,28300,1.09
,,Total,53000,82200,1.55
, 2013-14,Kharif     ,28600,38200,1.34
,,Rabi       ,21100,29000,1.37
,,Total,49700,67200,1.35
, 2014-15,Kharif     ,31400,33500,1.07
,,Rabi       ,14300,18000,1.26
,,Total,45700,51500,1.13
, 2015-16,Kharif     ,29800,29900,1.00
,,Rabi       ,9500,10200,1.07
,,Total,39300,40100,1.02
, 2016-17,Kharif     ,34500,52300,1.52
,,Rabi       ,9300,13200,1.42
,,Total,43800,65500,1.50
, 2017-18,Kharif     ,39500,59500,1.51
,,Rabi       ,9200,14100,1.53
,,Total,48700,73600,1.51
, 2018-19,Kharif     ,40154,48494,1.21
,,Rabi       ,9010,9200,1.02
,,Total,49164,57694,1.17
 18.NASHIK, 2010-11,Kharif     ,1800,2100,1.17
,,Rabi       ,13500,9500,0.70
,,Total,15300,11600,0.76
, 2011-12,Kharif     ,5900,7900,1.34
,,Rabi       ,7000,5000,0.71
,,Total,12900,12900,1.00
, 2012-13,Kharif     ,6800,12800,1.88
,,Rabi       ,3000,2400,0.80
,,Total,9800,15200,1.55
, 2013-14,Kharif     ,6700,13300,1.99
,,Rabi       ,8400,5500,0.65
,,Total,15100,18800,1.25
, 2014-15,Rabi       ,5100,3700,0.73
, 2015-16,Kharif     ,800,700,0.88
,,Rabi       ,5800,3400,0.59
,,Total,6600,4100,0.62
, 2016-17,Kharif     ,1100,2100,1.91
,,Rabi       ,6400,3900,0.61
,,Total,7500,6000,0.80
, 2017-18,Kharif     ,800,1100,1.38
,,Rabi       ,5800,3900,0.67
,,Total,6600,5000,0.76
, 2018-19,Kharif     ,647,813,1.26
,,Rabi       ,3790,1900,0.50
,,Total,4437,2713,0.61
 19.OSMANABAD, 2010-11,Kharif     ,51400,41200,0.80
,,Rabi       ,269100,201300,0.75
,,Total,320500,242500,0.76
, 2011-12,Kharif     ,55100,57900,1.05
,,Rabi       ,248500,179500,0.72
,,Total,303600,237400,0.78
, 2012-13,Kharif     ,51000,23200,0.45
,,Rabi       ,245300,95300,0.39
,,Total,296300,118500,0.40
, 2013-14,Kharif     ,45300,45600,1.01
,,Rabi       ,199100,167400,0.84
,,Total,244400,213000,0.87
, 2014-15,Kharif     ,45300,12000,0.26
,,Rabi       ,215900,74500,0.35
,,Total,261200,86500,0.33
, 2015-16,Kharif     ,14000,2800,0.20
,,Rabi       ,129000,38600,0.30
,,Total,143000,41400,0.29
, 2016-17,Kharif     ,14100,6300,0.45
,,Rabi       ,146600,122000,0.83
,,Total,160700,128300,0.80
, 2017-18,Kharif     ,12936,9000,0.70
,,Rabi       ,162308,117400,0.72
,,Total,175244,126400,0.72
, 2018-19,Kharif     ,12784,4132,0.32
,,Rabi       ,114470,76500,0.67
,,Total,127254,80632,0.63
 20.PARBHANI, 2010-11,Kharif     ,62300,77800,1.25
,,Rabi       ,161700,67200,0.42
,,Total,224000,145000,0.65
, 2011-12,Kharif     ,60000,79000,1.32
,,Rabi       ,160200,124300,0.78
,,Total,220200,203300,0.92
, 2012-13,Kharif     ,80500,91700,1.14
,,Rabi       ,183200,135300,0.74
,,Total,263700,227000,0.86
, 2013-14,Kharif     ,79300,87100,1.10
,,Rabi       ,255900,162200,0.63
,,Total,335200,249300,0.74
, 2014-15,Kharif     ,72400,30500,0.42
,,Rabi       ,176600,87900,0.50
,,Total,249000,118400,0.48
, 2015-16,Kharif     ,41000,9000,0.22
,,Rabi       ,177700,38100,0.21
,,Total,218700,47100,0.22
, 2016-17,Kharif     ,12960,8956,0.69
,,Rabi       ,252380,242800,0.96
,,Total,265340,251756,0.95
, 2017-18,Kharif     ,12175,5278,0.43
,,Rabi       ,101960,73100,0.72
,,Total,114135,78378,0.69
, 2018-19,Kharif     ,4688,4256,0.91
,,Rabi       ,83970,53800,0.64
,,Total,88658,58056,0.65
 21.PUNE, 2010-11,Kharif     ,8700,8300,0.95
,,Rabi       ,448500,330800,0.74
,,Total,457200,339100,0.74
, 2011-12,Kharif     ,5500,5500,1.00
,,Rabi       ,173600,101100,0.58
,,Total,179100,106600,0.60
, 2012-13,Kharif     ,4000,3400,0.85
,,Rabi       ,177100,87000,0.49
,,Total,181100,90400,0.50
, 2013-14,Kharif     ,3200,2700,0.84
,,Rabi       ,251600,158800,0.63
,,Total,254800,161500,0.63
, 2014-15,Kharif     ,3500,1700,0.49
,,Rabi       ,268300,131700,0.49
,,Total,271800,133400,0.49
, 2015-16,Kharif     ,1400,1000,0.71
,,Rabi       ,259800,116300,0.45
,,Total,261200,117300,0.45
, 2016-17,Kharif     ,1800,400,0.22
,,Rabi       ,277800,97600,0.35
,,Total,279600,98000,0.35
, 2017-18,Kharif     ,1700,1600,0.94
,,Rabi       ,223400,163400,0.73
,,Total,225100,165000,0.73
, 2018-19,Kharif     ,1648,1158,0.70
,,Rabi       ,196860,59900,0.30
,,Total,198508,61058,0.31
 22.SANGLI, 2010-11,Kharif     ,87200,108700,1.25
,,Rabi       ,180600,103000,0.57
,,Total,267800,211700,0.79
, 2011-12,Kharif     ,60400,45300,0.75
,,Rabi       ,177200,41900,0.24
,,Total,237600,87200,0.37
, 2012-13,Kharif     ,55800,26600,0.48
,,Rabi       ,186400,43900,0.24
,,Total,242200,70500,0.29
, 2013-14,Kharif     ,61800,53300,0.86
,,Rabi       ,217600,124500,0.57
,,Total,279400,177800,0.64
, 2014-15,Kharif     ,52100,55600,1.07
,,Rabi       ,193200,130000,0.67
,,Total,245300,185600,0.76
, 2015-16,Kharif     ,68600,32200,0.47
,,Rabi       ,141800,58600,0.41
,,Total,210400,90800,0.43
, 2016-17,Kharif     ,66000,66200,1.00
,,Rabi       ,149400,77000,0.52
,,Total,215400,143200,0.66
, 2017-18,Kharif     ,53800,44900,0.83
,,Rabi       ,139300,86800,0.62
,,Total,193100,131700,0.68
, 2018-19,Kharif     ,42688,34078,0.80
,,Rabi       ,108890,44400,0.41
,,Total,151578,78478,0.52
 23.SATARA, 2010-11,Kharif     ,44600,76100,1.71
,,Rabi       ,133800,105200,0.79
,,Total,178400,181300,1.02
, 2011-12,Kharif     ,36300,65100,1.79
,,Rabi       ,139900,86800,0.62
,,Total,176200,151900,0.86
, 2012-13,Kharif     ,32500,56400,1.74
,,Rabi       ,123600,70700,0.57
,,Total,156100,127100,0.81
, 2013-14,Kharif     ,29700,52800,1.78
,,Rabi       ,138000,112200,0.81
,,Total,167700,165000,0.98
, 2014-15,Kharif     ,23400,35900,1.53
,,Rabi       ,145600,127100,0.87
,,Total,169000,163000,0.96
, 2015-16,Kharif     ,24800,30500,1.23
,,Rabi       ,138700,109600,0.79
,,Total,163500,140100,0.86
, 2016-17,Kharif     ,24400,25300,1.04
,,Rabi       ,149600,108800,0.73
,,Total,174000,134100,0.77
, 2017-18,Kharif     ,24100,33100,1.37
,,Rabi       ,136600,124600,0.91
,,Total,160700,157700,0.98
, 2018-19,Kharif     ,24312,27154,1.12
,,Rabi       ,125460,97200,0.77
,,Total,149772,124354,0.83
 24.SOLAPUR, 2010-11,Kharif     ,400,200,0.50
,,Rabi       ,641200,380600,0.59
,,Total,641600,380800,0.59
, 2011-12,Kharif     ,400,300,0.75
,,Rabi       ,482600,193000,0.40
,,Total,483000,193300,0.40
, 2012-13,Kharif     ,400,100,0.25
,,Rabi       ,480700,132900,0.28
,,Total,481100,133000,0.28
, 2013-14,Kharif     ,500,200,0.40
,,Rabi       ,565800,304500,0.54
,,Total,566300,304700,0.54
, 2014-15,Kharif     ,300,100,0.33
,,Rabi       ,622800,354100,0.57
,,Total,623100,354200,0.57
, 2015-16,Kharif     ,200,,0.00
,,Rabi       ,615700,108000,0.18
,,Total,615900,108000,0.18
, 2016-17,Kharif     ,200,80,0.40
,,Rabi       ,658500,361780,0.55
,,Total,658700,361860,0.55
, 2017-18,Rabi       ,656900,370080,0.56
, 2018-19,Kharif     ,3688,1819,0.49
,,Rabi       ,513810,182500,0.36
,,Total,517498,184319,0.36
 25.WARDHA, 2010-11,Kharif     ,3100,1500,0.48
,,Rabi       ,1200,700,0.58
,,Total,4300,2200,0.51
, 2011-12,Kharif     ,3200,2300,0.72
,,Rabi       ,600,300,0.50
,,Total,3800,2600,0.68
, 2012-13,Kharif     ,4000,3500,0.88
,,Rabi       ,800,800,1.00
,,Total,4800,4300,0.90
, 2013-14,Kharif     ,3000,700,0.23
,,Rabi       ,3500,2200,0.63
,,Total,6500,2900,0.45
, 2014-15,Kharif     ,4000,1700,0.43
,,Rabi       ,2400,1100,0.46
,,Total,6400,2800,0.44
, 2015-16,Kharif     ,4300,2200,0.51
,,Rabi       ,2200,800,0.36
,,Total,6500,3000,0.46
, 2016-17,Kharif     ,3600,1800,0.50
,,Rabi       ,1900,1100,0.58
,,Total,5500,2900,0.53
, 2017-18,Kharif     ,3000,1300,0.43
,,Rabi       ,3500,2600,0.74
,,Total,6500,3900,0.60
, 2018-19,Kharif     ,2269,553,0.24
,,Rabi       ,5090,2600,0.51
,,Total,7359,3153,0.43
 26.WASHIM, 2010-11,Kharif     ,26500,30000,1.13
,,Rabi       ,300,300,1.00
,,Total,26800,30300,1.13
, 2011-12,Kharif     ,17700,20400,1.15
,,Rabi       ,300,300,1.00
,,Total,18000,20700,1.15
, 2012-13,Kharif     ,15900,19500,1.23
,,Rabi       ,300,200,0.67
,,Total,16200,19700,1.22
, 2013-14,Kharif     ,15000,8100,0.54
,,Rabi       ,400,300,0.75
,,Total,15400,8400,0.55
, 2014-15,Kharif     ,10000,7500,0.75
,,Rabi       ,1600,1300,0.81
,,Total,11600,8800,0.76
, 2015-16,Kharif     ,9600,4300,0.45
,,Rabi       ,2100,1200,0.57
,,Total,11700,5500,0.47
, 2016-17,Kharif     ,7600,5700,0.75
,,Rabi       ,2200,2500,1.14
,,Total,9800,8200,0.84
, 2017-18,Kharif     ,8554,4100,0.48
,,Rabi       ,392,300,0.77
,,Total,8946,4400,0.49
, 2018-19,Kharif     ,9660,4850,0.50
,,Rabi       ,370,200,0.54
,,Total,10030,5050,0.50
 27.YAVATMAL, 2010-11,Kharif     ,68500,52400,0.76
,,Rabi       ,100,100,1.00
,,Total,68600,52500,0.77
, 2011-12,Kharif     ,67000,86100,1.29
,,Rabi       ,100,100,1.00
,,Total,67100,86200,1.28
, 2012-13,Kharif     ,59600,68700,1.15
,,Rabi       ,200,200,1.00
,,Total,59800,68900,1.15
, 2013-14,Kharif     ,48300,15600,0.32
, 2014-15,Kharif     ,43100,19200,0.45
,,Rabi       ,4000,3300,0.83
,,Total,47100,22500,0.48
, 2015-16,Kharif     ,42100,17100,0.41
,,Rabi       ,5900,3300,0.56
,,Total,48000,20400,0.43
, 2016-17,Kharif     ,29900,13500,0.45
,,Rabi       ,4600,5300,1.15
,,Total,34500,18800,0.54
, 2017-18,Kharif     ,22546,12100,0.54
,,Rabi       ,1326,1000,0.75
,,Total,23872,13100,0.55
, 2018-19,Kharif     ,14471,4845,0.33
,,Rabi       ,1600,800,0.50
,,Total,16071,5645,0.35
Total - Jowar,,,30187266.00,20475909,0.68
Linseed,,,,,
 1.AHMEDNAGAR, 2010-11,Rabi       ,500,100,0.20
, 2011-12,Rabi       ,300,100,0.33
, 2012-13,Rabi       ,400,40,0.10
, 2013-14,Rabi       ,200,100,0.50
, 2014-15,Rabi       ,200,,0.00
, 2017-18,Rabi       ,50,17,0.34
 2.AURANGABAD, 2010-11,Rabi       ,400,100,0.25
, 2011-12,Rabi       ,100,,0.00
, 2016-17,Rabi       ,2,0,0.10
, 2018-19,Rabi       ,13,5,0.38
 3.BEED, 2010-11,Rabi       ,1400,300,0.21
, 2011-12,Rabi       ,800,200,0.25
, 2012-13,Rabi       ,700,100,0.14
, 2013-14,Rabi       ,800,250,0.31
, 2014-15,Rabi       ,700,100,0.14
, 2015-16,Rabi       ,700,50,0.07
, 2016-17,Rabi       ,760,390,0.51
, 2017-18,Rabi       ,1140,380,0.33
, 2018-19,Rabi       ,5,2,0.40
 4.BHANDARA, 2010-11,Rabi       ,4000,1400,0.35
, 2011-12,Rabi       ,3300,700,0.21
, 2012-13,Rabi       ,4000,1500,0.38
, 2013-14,Rabi       ,4800,1200,0.25
, 2014-15,Rabi       ,6000,1400,0.23
, 2015-16,Rabi       ,6600,2300,0.35
, 2016-17,Rabi       ,4400,700,0.16
, 2017-18,Rabi       ,3600,1000,0.28
, 2018-19,Rabi       ,2763,1500,0.54
 5.BULDHANA, 2015-16,Rabi       ,15,4,0.27
 6.CHANDRAPUR, 2010-11,Rabi       ,10600,3200,0.30
, 2011-12,Rabi       ,7100,2200,0.31
, 2012-13,Rabi       ,6300,2500,0.40
, 2014-15,Rabi       ,3400,1100,0.32
, 2015-16,Rabi       ,2000,400,0.20
, 2016-17,Rabi       ,900,200,0.22
, 2017-18,Rabi       ,400,100,0.25
, 2018-19,Rabi       ,429,100,0.23
 7.DHULE, 2015-16,Rabi       ,5,0,0.08
 8.GADCHIROLI, 2010-11,Rabi       ,2800,600,0.21
, 2011-12,Rabi       ,2100,600,0.29
, 2012-13,Rabi       ,2000,700,0.35
, 2014-15,Rabi       ,1800,500,0.28
, 2015-16,Rabi       ,1400,300,0.21
, 2016-17,Rabi       ,1400,300,0.21
, 2017-18,Rabi       ,1300,300,0.23
, 2018-19,Rabi       ,1078,300,0.28
 9.GONDIA, 2010-11,Rabi       ,7900,1800,0.23
, 2011-12,Rabi       ,8600,1500,0.17
, 2012-13,Rabi       ,7700,1400,0.18
, 2014-15,Rabi       ,6100,1000,0.16
, 2015-16,Rabi       ,2900,500,0.17
, 2016-17,Rabi       ,2600,500,0.19
, 2017-18,Rabi       ,1900,700,0.37
, 2018-19,Rabi       ,1688,400,0.24
 10.HINGOLI, 2010-11,Rabi       ,500,100,0.20
, 2011-12,Rabi       ,300,100,0.33
 11.JALGAON, 2016-17,Rabi       ,40,20,0.51
 12.JALNA, 2010-11,Rabi       ,600,250,0.42
, 2011-12,Rabi       ,100,,0.00
, 2016-17,Rabi       ,10,3,0.30
 13.LATUR, 2010-11,Rabi       ,900,200,0.22
, 2011-12,Rabi       ,900,200,0.22
, 2012-13,Rabi       ,1100,300,0.27
, 2013-14,Rabi       ,1000,300,0.30
, 2014-15,Rabi       ,500,,0.00
, 2015-16,Rabi       ,500,100,0.20
, 2016-17,Rabi       ,600,100,0.17
, 2017-18,Rabi       ,316,100,0.32
, 2018-19,Rabi       ,174,70,0.40
 14.NAGPUR, 2010-11,Rabi       ,1200,500,0.42
, 2011-12,Rabi       ,1300,700,0.54
, 2012-13,Rabi       ,800,300,0.38
, 2013-14,Rabi       ,500,200,0.40
, 2014-15,Rabi       ,100,100,1.00
, 2015-16,Rabi       ,100,20,0.20
, 2017-18,Rabi       ,12,,0.00
, 2018-19,Rabi       ,2,,0.00
 15.NANDED, 2015-16,Rabi       ,10,1,0.10
, 2016-17,Rabi       ,8,3,0.38
, 2017-18,Rabi       ,5,2,0.40
, 2018-19,Rabi       ,12,5,0.42
 16.NASHIK, 2015-16,Rabi       ,2,0,0.05
, 2016-17,Rabi       ,3,2,0.50
 17.OSMANABAD, 2010-11,Rabi       ,6500,1300,0.20
, 2011-12,Rabi       ,4600,1100,0.24
, 2012-13,Rabi       ,3900,700,0.18
, 2013-14,Rabi       ,4200,1000,0.24
, 2014-15,Rabi       ,4900,1100,0.22
, 2015-16,Rabi       ,1900,300,0.16
, 2016-17,Rabi       ,3400,1100,0.32
, 2017-18,Rabi       ,1703,600,0.35
, 2018-19,Rabi       ,724,300,0.41
 18.PARBHANI, 2010-11,Rabi       ,1400,300,0.21
, 2011-12,Rabi       ,1200,300,0.25
, 2012-13,Rabi       ,200,40,0.20
, 2013-14,Rabi       ,400,100,0.25
, 2015-16,Rabi       ,20,3,0.15
, 2016-17,Rabi       ,40,10,0.25
, 2017-18,Rabi       ,85,30,0.35
, 2018-19,Rabi       ,126,50,0.40
 19.SANGLI, 2016-17,Rabi       ,10,6,0.60
 20.SATARA, 2010-11,Rabi       ,100,26,0.26
, 2011-12,Rabi       ,100,20,0.20
 21.SOLAPUR, 2010-11,Rabi       ,400,110,0.28
, 2011-12,Rabi       ,200,40,0.20
, 2012-13,Rabi       ,100,10,0.10
, 2013-14,Rabi       ,200,100,0.50
, 2014-15,Rabi       ,200,,0.00
, 2015-16,Rabi       ,100,10,0.10
, 2016-17,Rabi       ,30,20,0.67
, 2017-18,Rabi       ,80,28,0.35
 22.WARDHA, 2010-11,Rabi       ,100,28,0.28
Total - Linseed,,,181560.00,47546,0.26
Maize,,,,,
 1.AHMEDNAGAR, 2010-11,Kharif     ,45300,139500,3.08
,,Rabi       ,13200,26300,1.99
,,Summer     ,2300,3400,1.48
,,Total,60800,169200,2.78
, 2011-12,Kharif     ,46300,125500,2.71
,,Rabi       ,9200,22600,2.46
,,Total,55500,148100,2.67
, 2012-13,Kharif     ,45000,91900,2.04
,,Rabi       ,14700,24800,1.69
,,Summer     ,200,200,1.00
,,Total,59900,116900,1.95
, 2013-14,Kharif     ,61000,296900,4.87
,,Rabi       ,20900,59300,2.84
,,Summer     ,1000,1500,1.50
,,Total,82900,357700,4.31
, 2014-15,Kharif     ,68100,176100,2.59
,,Rabi       ,29400,57600,1.96
,,Summer     ,200,400,2.00
,,Total,97700,234100,2.40
, 2015-16,Kharif     ,17200,23900,1.39
,,Rabi       ,26700,45900,1.72
,,Summer     ,100,200,2.00
,,Total,44000,70000,1.59
, 2016-17,Kharif     ,22000,68700,3.12
,,Rabi       ,44400,172400,3.88
,,Summer     ,1600,4300,2.69
,,Total,68000,245400,3.61
, 2017-18,Kharif     ,27400,77300,2.82
,,Rabi       ,49500,163300,3.30
,,Summer     ,1479,1300,0.88
,,Total,78379,241900,3.09
, 2018-19,Kharif     ,28211,94610,3.35
,,Rabi       ,28670,29600,1.03
,,Summer     ,86,,0.00
,,Total,56967,124210,2.18
 2.AKOLA, 2010-11,Kharif     ,1100,2700,2.45
,,Rabi       ,400,800,2.00
,,Summer     ,200,100,0.50
,,Total,1700,3600,2.12
, 2011-12,Kharif     ,1100,3100,2.82
,,Rabi       ,200,500,2.50
,,Total,1300,3600,2.77
, 2012-13,Kharif     ,500,1100,2.20
, 2013-14,Kharif     ,100,300,3.00
, 2014-15,Kharif     ,100,200,2.00
, 2015-16,Kharif     ,100,200,2.00
,,Rabi       ,100,100,1.00
,,Total,200,300,1.50
, 2016-17,Kharif     ,100,200,2.00
,,Rabi       ,100,100,1.00
,,Summer     ,100,100,1.00
,,Total,300,400,1.33
, 2017-18,Kharif     ,300,800,2.67
,,Rabi       ,200,200,1.00
,,Summer     ,53,100,1.89
,,Total,553,1100,1.99
, 2018-19,Kharif     ,236,339,1.44
,,Rabi       ,350,260,0.74
,,Total,586,599,1.02
 3.AMRAVATI, 2010-11,Kharif     ,1600,4000,2.50
, 2011-12,Kharif     ,1200,3300,2.75
, 2012-13,Kharif     ,1200,2700,2.25
,,Summer     ,1400,1800,1.29
,,Total,2600,4500,1.73
, 2013-14,Kharif     ,1000,2900,2.90
,,Summer     ,300,400,1.33
,,Total,1300,3300,2.54
, 2014-15,Kharif     ,800,1500,1.88
,,Rabi       ,1800,300,0.17
,,Total,2600,1800,0.69
, 2015-16,Kharif     ,900,1200,1.33
,,Summer     ,100,200,2.00
,,Total,1000,1400,1.40
, 2016-17,Kharif     ,1000,2700,2.70
,,Rabi       ,1200,2000,1.67
,,Total,2200,4700,2.14
, 2017-18,Kharif     ,6600,16700,2.53
,,Rabi       ,600,600,1.00
,,Summer     ,820,1500,1.83
,,Total,8020,18800,2.34
, 2018-19,Kharif     ,8346,11962,1.43
,,Rabi       ,870,600,0.69
,,Summer     ,451,900,2.00
,,Total,9667,13462,1.39
 4.AURANGABAD, 2010-11,Kharif     ,138400,508200,3.67
,,Rabi       ,4300,13400,3.12
,,Summer     ,300,400,1.33
,,Total,143000,522000,3.65
, 2011-12,Kharif     ,144200,469300,3.25
,,Rabi       ,2900,9200,3.17
,,Summer     ,1100,1400,1.27
,,Total,148200,479900,3.24
, 2012-13,Kharif     ,144200,291100,2.02
,,Rabi       ,5300,3500,0.66
,,Summer     ,500,700,1.40
,,Total,150000,295300,1.97
, 2013-14,Kharif     ,167900,759800,4.53
,,Rabi       ,6400,22100,3.45
,,Summer     ,1100,1400,1.27
,,Total,175400,783300,4.47
, 2014-15,Kharif     ,191700,175800,0.92
,,Rabi       ,9000,11400,1.27
,,Summer     ,3400,1500,0.44
,,Total,204100,188700,0.92
, 2015-16,Kharif     ,212700,229800,1.08
,,Rabi       ,9400,10100,1.07
,,Summer     ,800,400,0.50
,,Total,222900,240300,1.08
, 2016-17,Kharif     ,49300,172000,3.49
,,Rabi       ,16000,52800,3.30
,,Summer     ,1700,2700,1.59
,,Total,67000,227500,3.40
, 2017-18,Kharif     ,38000,75600,1.99
,,Rabi       ,7800,18500,2.37
,,Summer     ,913,1100,1.20
,,Total,46713,95200,2.04
, 2018-19,Kharif     ,39302,56812,1.45
,,Summer     ,162,150,0.93
,,Total,39464,56962,1.44
 5.BEED, 2010-11,Kharif     ,5400,8400,1.56
,,Rabi       ,3300,4900,1.48
,,Summer     ,800,800,1.00
,,Total,9500,14100,1.48
, 2011-12,Kharif     ,4600,5700,1.24
,,Rabi       ,1800,2100,1.17
,,Summer     ,2200,2100,0.95
,,Total,8600,9900,1.15
, 2012-13,Kharif     ,4600,3600,0.78
,,Rabi       ,5800,3800,0.66
,,Summer     ,200,200,1.00
,,Total,10600,7600,0.72
, 2013-14,Kharif     ,5200,6900,1.33
,,Rabi       ,9200,11500,1.25
,,Summer     ,800,800,1.00
,,Total,15200,19200,1.26
, 2014-15,Kharif     ,6200,4700,0.76
,,Rabi       ,8500,5900,0.69
,,Summer     ,1300,600,0.46
