File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_red_reflectance_doy2016049_aid0001,_500m_16_days_red_reflectance,aid0001,2016-02-18,273028.0,0.0074,0.9497,"(0.0074,0.9497)",0.1138,0.0281,0.0008,0.131,0.1862,0.1121,0.039,0.0942
MOD13A1_006__500m_16_days_red_reflectance_doy2016065_aid0001,_500m_16_days_red_reflectance,aid0001,2016-03-05,273104.0,0.0154,0.1919,"(0.0154,0.1919)",0.11,0.0227,0.0005,0.1264,0.1742,0.1107,0.0467,0.0945
MOD13A1_006__500m_16_days_red_reflectance_doy2016097_aid0001,_500m_16_days_red_reflectance,aid0001,2016-04-06,273186.0,0.0237,0.2654,"(0.0237,0.2654)",0.128,0.0229,0.0005,0.1445,0.192,0.1289,0.0653,0.1128
MOD13A1_006__500m_16_days_red_reflectance_doy2016113_aid0001,_500m_16_days_red_reflectance,aid0001,2016-04-22,273164.0,0.0136,0.8574,"(0.0136,0.8574)",0.1315,0.0254,0.0006,0.1495,0.2012,0.1328,0.0633,0.115
MOD13A1_006__500m_16_days_red_reflectance_doy2016129_aid0001,_500m_16_days_red_reflectance,aid0001,2016-05-08,273095.0,0.0341,0.5195,"(0.0341,0.5195)",0.1217,0.0267,0.0007,0.1388,0.1929,0.1207,0.0486,0.1027
MOD13A1_006__500m_16_days_red_reflectance_doy2016145_aid0001,_500m_16_days_red_reflectance,aid0001,2016-05-24,273095.0,0.0211,0.5812,"(0.0211,0.5812)",0.122,0.0297,0.0009,0.1399,0.1978,0.1204,0.0434,0.1013
MOD13A1_006__500m_16_days_red_reflectance_doy2016161_aid0001,_500m_16_days_red_reflectance,aid0001,2016-06-09,273023.0,0.016,0.7092,"(0.016,0.7092)",0.1417,0.0423,0.0018,0.1591,0.2228,0.1373,0.0529,0.1166
MOD13A1_006__500m_16_days_red_reflectance_doy2016177_aid0001,_500m_16_days_red_reflectance,aid0001,2016-06-25,273027.0,0.0184,0.9845,"(0.0184,0.9845)",0.3375,0.1711,0.0293,0.4614,0.8556,0.3059,0.0184,0.1985
MOD13A1_006__500m_16_days_red_reflectance_doy2016193_aid0001,_500m_16_days_red_reflectance,aid0001,2016-07-11,272965.0,0.0198,0.9889,"(0.0198,0.9889)",0.249,0.1464,0.0214,0.333,0.6304,0.2159,0.0198,0.1347
MOD13A1_006__500m_16_days_red_reflectance_doy2016209_aid0001,_500m_16_days_red_reflectance,aid0001,2016-07-27,272971.0,0.0127,0.9556,"(0.0127,0.9556)",0.2822,0.1675,0.0281,0.3907,0.755,0.2507,0.0127,0.1478
MOD13A1_006__500m_16_days_red_reflectance_doy2016225_aid0001,_500m_16_days_red_reflectance,aid0001,2016-08-12,272963.0,0.0052,0.9277,"(0.0052,0.9277)",0.1703,0.1091,0.0119,0.2172,0.4044,0.1383,0.0052,0.0924
MOD13A1_006__500m_16_days_red_reflectance_doy2016241_aid0001,_500m_16_days_red_reflectance,aid0001,2016-08-28,273045.0,0.0008,0.9144,"(0.0008,0.9144)",0.0999,0.0662,0.0044,0.1198,0.2125,0.0821,0.0008,0.058
MOD13A1_006__500m_16_days_red_reflectance_doy2016257_aid0001,_500m_16_days_red_reflectance,aid0001,2016-09-13,273053.0,0.0006,0.7461,"(0.0006,0.7461)",0.0959,0.0756,0.0057,0.1125,0.2058,0.0656,0.0006,0.0503
MOD13A1_006__500m_16_days_red_reflectance_doy2016273_aid0001,_500m_16_days_red_reflectance,aid0001,2016-09-29,273047.0,0.0057,0.6691,"(0.0057,0.6691)",0.056,0.0183,0.0003,0.0656,0.0972,0.054,0.0129,0.0445
MOD13A1_006__500m_16_days_red_reflectance_doy2016289_aid0001,_500m_16_days_red_reflectance,aid0001,2016-10-15,273071.0,0.0083,0.1858,"(0.0083,0.1858)",0.0669,0.0197,0.0004,0.0808,0.1246,0.0679,0.0083,0.0516
MOD13A1_006__500m_16_days_red_reflectance_doy2016305_aid0001,_500m_16_days_red_reflectance,aid0001,2016-10-31,273150.0,0.004,0.1916,"(0.004,0.1916)",0.0773,0.0225,0.0005,0.0935,0.1418,0.0774,0.013,0.0613
MOD13A1_006__500m_16_days_red_reflectance_doy2016321_aid0001,_500m_16_days_red_reflectance,aid0001,2016-11-16,272827.0,0.0002,0.2063,"(0.0002,0.2063)",0.0834,0.024,0.0006,0.1004,0.1509,0.0821,0.0162,0.0667
MOD13A1_006__500m_16_days_red_reflectance_doy2016337_aid0001,_500m_16_days_red_reflectance,aid0001,2016-12-02,272915.0,0.0049,0.177,"(0.0049,0.177)",0.0862,0.0252,0.0006,0.1038,0.1572,0.0838,0.0148,0.0682
MOD13A1_006__500m_16_days_red_reflectance_doy2016353_aid0001,_500m_16_days_red_reflectance,aid0001,2016-12-18,272857.0,0.0005,0.1876,"(0.0005,0.1876)",0.0895,0.0269,0.0007,0.1087,0.167,0.0866,0.0115,0.0698
MOD13A1_006__500m_16_days_red_reflectance_doy2017001_aid0001,_500m_16_days_red_reflectance,aid0001,2017-01-01,272991.0,0.0008,0.1944,"(0.0008,0.1944)",0.0927,0.0274,0.0007,0.1118,0.1703,0.0904,0.0141,0.0727
MOD13A1_006__500m_16_days_red_reflectance_doy2017017_aid0001,_500m_16_days_red_reflectance,aid0001,2017-01-17,273092.0,0.0067,0.19,"(0.0067,0.19)",0.0953,0.0277,0.0008,0.1161,0.1797,0.0933,0.0111,0.0737
MOD13A1_006__500m_16_days_red_reflectance_doy2017033_aid0001,_500m_16_days_red_reflectance,aid0001,2017-02-02,273161.0,0.0134,0.1902,"(0.0134,0.1902)",0.1003,0.0271,0.0007,0.1206,0.1823,0.0998,0.0176,0.0794
MOD13A1_006__500m_16_days_red_reflectance_doy2017049_aid0001,_500m_16_days_red_reflectance,aid0001,2017-02-18,273022.0,0.0052,0.2074,"(0.0052,0.2074)",0.1148,0.0295,0.0009,0.1377,0.2054,0.1161,0.0242,0.0923
MOD13A1_006__500m_16_days_red_reflectance_doy2017065_aid0001,_500m_16_days_red_reflectance,aid0001,2017-03-06,273153.0,0.007,0.2161,"(0.007,0.2161)",0.1269,0.0285,0.0008,0.1485,0.2114,0.1287,0.0433,0.1064
MOD13A1_006__500m_16_days_red_reflectance_doy2017081_aid0001,_500m_16_days_red_reflectance,aid0001,2017-03-22,273129.0,0.011,0.2245,"(0.011,0.2245)",0.1323,0.0292,0.0009,0.1544,0.2171,0.1343,0.0487,0.1121
MOD13A1_006__500m_16_days_red_reflectance_doy2017097_aid0001,_500m_16_days_red_reflectance,aid0001,2017-04-07,273166.0,0.0205,0.2252,"(0.0205,0.2252)",0.1324,0.0278,0.0008,0.1534,0.2131,0.1345,0.0539,0.1136
MOD13A1_006__500m_16_days_red_reflectance_doy2017113_aid0001,_500m_16_days_red_reflectance,aid0001,2017-04-23,273212.0,0.0211,0.494,"(0.0211,0.494)",0.1345,0.0281,0.0008,0.1533,0.21,0.1356,0.0588,0.1155
MOD13A1_006__500m_16_days_red_reflectance_doy2017129_aid0001,_500m_16_days_red_reflectance,aid0001,2017-05-09,273201.0,0.0164,0.3259,"(0.0164,0.3259)",0.1327,0.0259,0.0007,0.1529,0.2116,0.1348,0.0544,0.1135
MOD13A1_006__500m_16_days_red_reflectance_doy2017145_aid0001,_500m_16_days_red_reflectance,aid0001,2017-05-25,273122.0,0.0044,0.6224,"(0.0044,0.6224)",0.1234,0.0351,0.0012,0.1457,0.216,0.118,0.0287,0.0988
MOD13A1_006__500m_16_days_red_reflectance_doy2017161_aid0001,_500m_16_days_red_reflectance,aid0001,2017-06-10,273133.0,0.0088,0.7823,"(0.0088,0.7823)",0.1056,0.0475,0.0023,0.1219,0.1895,0.0949,0.0093,0.0768
MOD13A1_006__500m_16_days_red_reflectance_doy2017177_aid0001,_500m_16_days_red_reflectance,aid0001,2017-06-26,273018.0,0.0096,0.902,"(0.0096,0.902)",0.1644,0.0994,0.0099,0.2045,0.3693,0.1381,0.0096,0.0946
MOD13A1_006__500m_16_days_red_reflectance_doy2017193_aid0001,_500m_16_days_red_reflectance,aid0001,2017-07-12,272984.0,0.0069,0.9964,"(0.0069,0.9964)",0.3092,0.1626,0.0264,0.4092,0.7423,0.2695,0.0069,0.1871
MOD13A1_006__500m_16_days_red_reflectance_doy2017209_aid0001,_500m_16_days_red_reflectance,aid0001,2017-07-28,273040.0,0.0006,0.9534,"(0.0006,0.9534)",0.1666,0.1029,0.0106,0.2159,0.4066,0.1438,0.0006,0.0888
MOD13A1_006__500m_16_days_red_reflectance_doy2017225_aid0001,_500m_16_days_red_reflectance,aid0001,2017-08-13,273074.0,0.0023,0.87,"(0.0023,0.87)",0.1526,0.1063,0.0113,0.1973,0.3792,0.1243,0.0023,0.076
MOD13A1_006__500m_16_days_red_reflectance_doy2017241_aid0001,_500m_16_days_red_reflectance,aid0001,2017-08-29,273049.0,0.0012,0.7892,"(0.0012,0.7892)",0.0885,0.0599,0.0036,0.1051,0.1864,0.0728,0.0012,0.0509
MOD13A1_006__500m_16_days_red_reflectance_doy2017257_aid0001,_500m_16_days_red_reflectance,aid0001,2017-09-14,273070.0,0.0011,0.6454,"(0.0011,0.6454)",0.064,0.037,0.0014,0.0716,0.1133,0.0575,0.0036,0.0438
MOD13A1_006__500m_16_days_red_reflectance_doy2017273_aid0001,_500m_16_days_red_reflectance,aid0001,2017-09-30,273162.0,0.0049,0.5756,"(0.0049,0.5756)",0.0572,0.0171,0.0003,0.068,0.1035,0.0558,0.0091,0.0443
MOD13A1_006__500m_16_days_red_reflectance_doy2017289_aid0001,_500m_16_days_red_reflectance,aid0001,2017-10-16,273151.0,0.0109,0.1918,"(0.0109,0.1918)",0.0628,0.0157,0.0002,0.073,0.1031,0.063,0.0228,0.0529
MOD13A1_006__500m_16_days_red_reflectance_doy2017305_aid0001,_500m_16_days_red_reflectance,aid0001,2017-11-01,273222.0,0.0033,0.1676,"(0.0033,0.1676)",0.0692,0.0199,0.0004,0.0825,0.1225,0.0688,0.0158,0.0558
MOD13A1_006__500m_16_days_red_reflectance_doy2017321_aid0001,_500m_16_days_red_reflectance,aid0001,2017-11-17,273028.0,0.0006,0.5675,"(0.0006,0.5675)",0.0719,0.02,0.0004,0.0853,0.1261,0.0705,0.0173,0.0581
MOD13A1_006__500m_16_days_red_reflectance_doy2017337_aid0001,_500m_16_days_red_reflectance,aid0001,2017-12-03,273196.0,0.001,0.4164,"(0.001,0.4164)",0.0728,0.0227,0.0005,0.0874,0.1334,0.0701,0.0107,0.0567
MOD13A1_006__500m_16_days_red_reflectance_doy2017353_aid0001,_500m_16_days_red_reflectance,aid0001,2017-12-19,273086.0,0.0012,0.1795,"(0.0012,0.1795)",0.0777,0.0243,0.0006,0.0932,0.1424,0.0758,0.0113,0.0604
MOD13A1_006__500m_16_days_red_reflectance_doy2018001_aid0001,_500m_16_days_red_reflectance,aid0001,2018-01-01,273079.0,0.0002,0.2778,"(0.0002,0.2778)",0.077,0.0227,0.0005,0.0925,0.1399,0.0747,0.0136,0.0609
MOD13A1_006__500m_16_days_red_reflectance_doy2018017_aid0001,_500m_16_days_red_reflectance,aid0001,2018-01-17,272958.0,0.001,0.1982,"(0.001,0.1982)",0.0828,0.0239,0.0006,0.0996,0.1515,0.0803,0.0131,0.065
MOD13A1_006__500m_16_days_red_reflectance_doy2018033_aid0001,_500m_16_days_red_reflectance,aid0001,2018-02-02,273009.0,0.0018,0.1975,"(0.0018,0.1975)",0.0927,0.026,0.0007,0.1111,0.1676,0.091,0.017,0.0734
MOD13A1_006__500m_16_days_red_reflectance_doy2018049_aid0001,_500m_16_days_red_reflectance,aid0001,2018-02-18,273289.0,0.0028,0.1838,"(0.0028,0.1838)",0.0988,0.024,0.0006,0.1167,0.1713,0.0977,0.0257,0.0803
MOD13A1_006__500m_16_days_red_reflectance_doy2018065_aid0001,_500m_16_days_red_reflectance,aid0001,2018-03-06,273199.0,0.0083,0.2074,"(0.0083,0.2074)",0.0994,0.023,0.0005,0.1156,0.1651,0.099,0.0331,0.0826
MOD13A1_006__500m_16_days_red_reflectance_doy2018081_aid0001,_500m_16_days_red_reflectance,aid0001,2018-03-22,273061.0,0.0093,0.208,"(0.0093,0.208)",0.1143,0.0237,0.0006,0.1321,0.1838,0.1153,0.0459,0.0976
MOD13A1_006__500m_16_days_red_reflectance_doy2018097_aid0001,_500m_16_days_red_reflectance,aid0001,2018-04-07,273108.0,0.0241,0.2109,"(0.0241,0.2109)",0.1149,0.0239,0.0006,0.1328,0.1844,0.1163,0.0468,0.0984
MOD13A1_006__500m_16_days_red_reflectance_doy2018113_aid0001,_500m_16_days_red_reflectance,aid0001,2018-04-23,273106.0,0.0091,0.2579,"(0.0091,0.2579)",0.1257,0.025,0.0006,0.1441,0.1978,0.1269,0.0546,0.1083
MOD13A1_006__500m_16_days_red_reflectance_doy2018129_aid0001,_500m_16_days_red_reflectance,aid0001,2018-05-09,273188.0,0.0334,0.233,"(0.0334,0.233)",0.1311,0.0238,0.0006,0.149,0.2016,0.132,0.0613,0.1139
MOD13A1_006__500m_16_days_red_reflectance_doy2018145_aid0001,_500m_16_days_red_reflectance,aid0001,2018-05-25,273025.0,0.0289,0.4942,"(0.0289,0.4942)",0.125,0.0251,0.0006,0.1428,0.1965,0.1252,0.0533,0.107
MOD13A1_006__500m_16_days_red_reflectance_doy2018161_aid0001,_500m_16_days_red_reflectance,aid0001,2018-06-10,273126.0,0.0148,0.6889,"(0.0148,0.6889)",0.1401,0.0539,0.0029,0.1631,0.2508,0.1309,0.0177,0.1046
MOD13A1_006__500m_16_days_red_reflectance_doy2018177_aid0001,_500m_16_days_red_reflectance,aid0001,2018-06-26,273143.0,0.0115,0.8789,"(0.0115,0.8789)",0.1379,0.0747,0.0056,0.1557,0.25,0.1165,0.0115,0.0928
MOD13A1_006__500m_16_days_red_reflectance_doy2018193_aid0001,_500m_16_days_red_reflectance,aid0001,2018-07-12,273086.0,0.0089,0.943,"(0.0089,0.943)",0.4281,0.1696,0.0288,0.5607,0.943,0.417,0.0089,0.2892
MOD13A1_006__500m_16_days_red_reflectance_doy2018209_aid0001,_500m_16_days_red_reflectance,aid0001,2018-07-28,273048.0,0.0092,0.914,"(0.0092,0.914)",0.2181,0.1128,0.0127,0.2741,0.4796,0.1985,0.0092,0.1371
MOD13A1_006__500m_16_days_red_reflectance_doy2018225_aid0001,_500m_16_days_red_reflectance,aid0001,2018-08-13,273010.0,0.0012,0.9371,"(0.0012,0.9371)",0.2228,0.1387,0.0192,0.3016,0.5824,0.1959,0.0012,0.1143
MOD13A1_006__500m_16_days_red_reflectance_doy2018241_aid0001,_500m_16_days_red_reflectance,aid0001,2018-08-29,273024.0,0.0029,0.7525,"(0.0029,0.7525)",0.0829,0.0497,0.0025,0.0996,0.1726,0.0715,0.0029,0.0509
MOD13A1_006__500m_16_days_red_reflectance_doy2018257_aid0001,_500m_16_days_red_reflectance,aid0001,2018-09-14,273009.0,0.0004,0.4857,"(0.0004,0.4857)",0.0665,0.0237,0.0006,0.081,0.1297,0.0631,0.0004,0.0485
MOD13A1_006__500m_16_days_red_reflectance_doy2018273_aid0001,_500m_16_days_red_reflectance,aid0001,2018-09-30,273179.0,0.0083,0.27,"(0.0083,0.27)",0.0686,0.0257,0.0007,0.0862,0.1436,0.0647,0.0083,0.0479
MOD13A1_006__500m_16_days_red_reflectance_doy2018289_aid0001,_500m_16_days_red_reflectance,aid0001,2018-10-16,273139.0,0.0091,0.3034,"(0.0091,0.3034)",0.0796,0.0249,0.0006,0.0962,0.1472,0.0777,0.0125,0.0622
MOD13A1_006__500m_16_days_red_reflectance_doy2018305_aid0001,_500m_16_days_red_reflectance,aid0001,2018-11-01,272994.0,0.0034,0.207,"(0.0034,0.207)",0.0796,0.0231,0.0005,0.0951,0.142,0.079,0.0169,0.0638
MOD13A1_006__500m_16_days_red_reflectance_doy2018321_aid0001,_500m_16_days_red_reflectance,aid0001,2018-11-17,273192.0,0.0008,0.1866,"(0.0008,0.1866)",0.0833,0.0232,0.0005,0.0994,0.1483,0.0825,0.018,0.0668
MOD13A1_006__500m_16_days_red_reflectance_doy2018337_aid0001,_500m_16_days_red_reflectance,aid0001,2018-12-03,273055.0,0.0066,0.21,"(0.0066,0.21)",0.0865,0.0252,0.0006,0.1045,0.1591,0.0857,0.0135,0.0681
MOD13A1_006__500m_16_days_red_reflectance_doy2018353_aid0001,_500m_16_days_red_reflectance,aid0001,2018-12-19,273323.0,0.0037,0.186,"(0.0037,0.186)",0.0911,0.0251,0.0006,0.1093,0.1648,0.0905,0.0168,0.0723
MOD13A1_006__500m_16_days_red_reflectance_doy2019001_aid0001,_500m_16_days_red_reflectance,aid0001,2019-01-01,273138.0,0.0037,0.2039,"(0.0037,0.2039)",0.0953,0.0258,0.0007,0.1142,0.1722,0.0944,0.0177,0.0755
MOD13A1_006__500m_16_days_red_reflectance_doy2019017_aid0001,_500m_16_days_red_reflectance,aid0001,2019-01-17,273151.0,0.0115,0.2003,"(0.0115,0.2003)",0.0998,0.0252,0.0006,0.1182,0.1741,0.0996,0.0245,0.0807
MOD13A1_006__500m_16_days_red_reflectance_doy2019033_aid0001,_500m_16_days_red_reflectance,aid0001,2019-02-02,272961.0,0.0103,0.224,"(0.0103,0.224)",0.1143,0.0289,0.0008,0.1352,0.1982,0.1149,0.0297,0.093
MOD13A1_006__500m_16_days_red_reflectance_doy2019049_aid0001,_500m_16_days_red_reflectance,aid0001,2019-02-18,272497.0,0.0162,0.206,"(0.0162,0.206)",0.11,0.0257,0.0007,0.1287,0.1849,0.1105,0.035,0.0912
MOD13A1_006__500m_16_days_red_reflectance_doy2019065_aid0001,_500m_16_days_red_reflectance,aid0001,2019-03-06,273110.0,0.0122,0.2183,"(0.0122,0.2183)",0.1231,0.0264,0.0007,0.1433,0.2019,0.1241,0.0448,0.1039
MOD13A1_006__500m_16_days_red_reflectance_doy2019081_aid0001,_500m_16_days_red_reflectance,aid0001,2019-03-22,273165.0,0.0177,0.2102,"(0.0177,0.2102)",0.1272,0.025,0.0006,0.1458,0.1995,0.1287,0.0561,0.1099
MOD13A1_006__500m_16_days_red_reflectance_doy2019097_aid0001,_500m_16_days_red_reflectance,aid0001,2019-04-07,273139.0,0.0099,0.2414,"(0.0099,0.2414)",0.13,0.0266,0.0007,0.1493,0.2056,0.1306,0.0553,0.1117
MOD13A1_006__500m_16_days_red_reflectance_doy2019113_aid0001,_500m_16_days_red_reflectance,aid0001,2019-04-23,273211.0,0.0239,0.6286,"(0.0239,0.6286)",0.1282,0.0272,0.0007,0.1467,0.2028,0.1281,0.0532,0.1093
MOD13A1_006__500m_16_days_red_reflectance_doy2019129_aid0001,_500m_16_days_red_reflectance,aid0001,2019-05-09,273154.0,0.0155,0.3712,"(0.0155,0.3712)",0.1317,0.025,0.0006,0.1498,0.2033,0.1331,0.0606,0.1141
MOD13A1_006__500m_16_days_red_reflectance_doy2019145_aid0001,_500m_16_days_red_reflectance,aid0001,2019-05-25,273160.0,0.0176,0.3956,"(0.0176,0.3956)",0.1382,0.0249,0.0006,0.1574,0.2135,0.1395,0.0632,0.1197
MOD13A1_006__500m_16_days_red_reflectance_doy2019161_aid0001,_500m_16_days_red_reflectance,aid0001,2019-06-10,272988.0,0.0171,0.8253,"(0.0171,0.8253)",0.1407,0.055,0.003,0.16,0.2414,0.1291,0.025,0.1057
MOD13A1_006__500m_16_days_red_reflectance_doy2019177_aid0001,_500m_16_days_red_reflectance,aid0001,2019-06-26,273096.0,0.0074,0.9363,"(0.0074,0.9363)",0.1893,0.112,0.0125,0.2444,0.4526,0.1569,0.0074,0.1056
MOD13A1_006__500m_16_days_red_reflectance_doy2019193_aid0001,_500m_16_days_red_reflectance,aid0001,2019-07-12,273011.0,0.0095,0.7609,"(0.0095,0.7609)",0.114,0.0589,0.0035,0.1391,0.2376,0.1025,0.0095,0.0734
MOD13A1_006__500m_16_days_red_reflectance_doy2019209_aid0001,_500m_16_days_red_reflectance,aid0001,2019-07-28,272994.0,0.0088,0.9775,"(0.0088,0.9775)",0.3656,0.1803,0.0325,0.49,0.8881,0.3509,0.0088,0.2241
MOD13A1_006__500m_16_days_red_reflectance_doy2019225_aid0001,_500m_16_days_red_reflectance,aid0001,2019-08-13,273006.0,0.0049,0.6887,"(0.0049,0.6887)",0.1101,0.0663,0.0044,0.1344,0.2383,0.0913,0.0049,0.0651
MOD13A1_006__500m_16_days_red_reflectance_doy2019241_aid0001,_500m_16_days_red_reflectance,aid0001,2019-08-29,273040.0,0.0025,0.833,"(0.0025,0.833)",0.1811,0.1137,0.0129,0.2518,0.4957,0.1603,0.0025,0.0892
MOD13A1_006__500m_16_days_red_reflectance_doy2019257_aid0001,_500m_16_days_red_reflectance,aid0001,2019-09-14,272926.0,0.0027,0.6157,"(0.0027,0.6157)",0.0751,0.0459,0.0021,0.0884,0.1512,0.0649,0.0027,0.0465
MOD13A1_006__500m_16_days_red_reflectance_doy2019273_aid0001,_500m_16_days_red_reflectance,aid0001,2019-09-30,273046.0,0.001,0.4284,"(0.001,0.4284)",0.0568,0.0197,0.0004,0.0702,0.1129,0.055,0.001,0.0417
MOD13A1_006__500m_16_days_red_reflectance_doy2019289_aid0001,_500m_16_days_red_reflectance,aid0001,2019-10-16,273128.0,0.0044,0.5731,"(0.0044,0.5731)",0.0563,0.0195,0.0004,0.0657,0.0979,0.0545,0.012,0.0442
MOD13A1_006__500m_16_days_red_reflectance_doy2019305_aid0001,_500m_16_days_red_reflectance,aid0001,2019-11-01,273020.0,0.0021,0.4437,"(0.0021,0.4437)",0.0571,0.016,0.0003,0.0683,0.1011,0.0575,0.0136,0.0464
MOD13A1_006__500m_16_days_red_reflectance_doy2019321_aid0001,_500m_16_days_red_reflectance,aid0001,2019-11-17,273128.0,0.0003,0.1834,"(0.0003,0.1834)",0.0626,0.0157,0.0002,0.0734,0.1044,0.063,0.0217,0.0527
MOD13A1_006__500m_16_days_red_reflectance_doy2019337_aid0001,_500m_16_days_red_reflectance,aid0001,2019-12-03,272993.0,0.0001,0.1831,"(0.0001,0.1831)",0.0671,0.018,0.0003,0.079,0.1144,0.0665,0.02,0.0554
MOD13A1_006__500m_16_days_red_reflectance_doy2019353_aid0001,_500m_16_days_red_reflectance,aid0001,2019-12-19,273005.0,0.0003,0.5077,"(0.0003,0.5077)",0.0717,0.0188,0.0004,0.0841,0.1219,0.0707,0.0211,0.0589
MOD13A1_006__500m_16_days_red_reflectance_doy2020001_aid0001,_500m_16_days_red_reflectance,aid0001,2020-01-01,273022.0,0.0005,0.4686,"(0.0005,0.4686)",0.0722,0.0189,0.0004,0.0846,0.1225,0.0712,0.0214,0.0593
MOD13A1_006__500m_16_days_red_reflectance_doy2020017_aid0001,_500m_16_days_red_reflectance,aid0001,2020-01-17,272906.0,0.0012,0.2989,"(0.0012,0.2989)",0.0766,0.0197,0.0004,0.0902,0.132,0.0752,0.0205,0.0623
MOD13A1_006__500m_16_days_red_reflectance_doy2020033_aid0001,_500m_16_days_red_reflectance,aid0001,2020-02-02,273025.0,0.0011,0.1765,"(0.0011,0.1765)",0.0797,0.0214,0.0005,0.0944,0.14,0.0779,0.0184,0.064
MOD13A1_006__500m_16_days_red_reflectance_doy2020049_aid0001,_500m_16_days_red_reflectance,aid0001,2020-02-18,272986.0,0.0001,0.2146,"(0.0001,0.2146)",0.0932,0.0224,0.0005,0.1098,0.1597,0.0933,0.0266,0.0765
MOD13A1_006__500m_16_days_red_reflectance_doy2020065_aid0001,_500m_16_days_red_reflectance,aid0001,2020-03-05,273059.0,0.0004,0.2098,"(0.0004,0.2098)",0.1023,0.0239,0.0006,0.1202,0.1736,0.103,0.031,0.0845
MOD13A1_006__500m_16_days_red_reflectance_doy2020081_aid0001,_500m_16_days_red_reflectance,aid0001,2020-03-21,273213.0,0.0017,0.2702,"(0.0017,0.2702)",0.116,0.0253,0.0006,0.1338,0.1861,0.1165,0.0466,0.0989
MOD13A1_006__500m_16_days_red_reflectance_doy2020097_aid0001,_500m_16_days_red_reflectance,aid0001,2020-04-06,195578.0,0.0122,0.6046,"(0.0122,0.6046)",0.1119,0.0238,0.0006,0.1288,0.1784,0.113,0.0461,0.0957
MOD13A1_006__500m_16_days_red_reflectance_doy2020113_aid0001,_500m_16_days_red_reflectance,aid0001,2020-04-22,273219.0,0.0109,0.6097,"(0.0109,0.6097)",0.1154,0.0246,0.0006,0.1325,0.1835,0.116,0.0475,0.0985
MOD13A1_006__500m_16_days_red_reflectance_doy2020129_aid0001,_500m_16_days_red_reflectance,aid0001,2020-05-08,273138.0,0.0136,0.2917,"(0.0136,0.2917)",0.1157,0.0271,0.0007,0.1327,0.1876,0.1146,0.0412,0.0961
MOD13A1_006__500m_16_days_red_reflectance_doy2020145_aid0001,_500m_16_days_red_reflectance,aid0001,2020-05-24,273131.0,0.0239,0.6602,"(0.0239,0.6602)",0.117,0.0278,0.0008,0.1383,0.2014,0.1165,0.0328,0.0961
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2009353_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2009-12-19,273260.0,-179.86,179.7,"(-179.86,179.7)",51.6935,85.3717,7288.3252,120.85,179.7,119.96,-179.86,-53.1
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010001_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-01-01,272967.0,-176.7,172.22,"(-176.7,172.22)",-34.992,49.4924,2449.4992,-49.15,-45.97,-50.03,-54.45,-51.27
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010017_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-01-17,273048.0,-176.18,174.94,"(-176.18,174.94)",61.8336,84.3059,7107.4827,126.99,174.94,124.3,-176.18,-48.15
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010033_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-02-02,272936.0,-179.97,179.88,"(-179.97,179.88)",24.8598,84.5647,7151.1897,129.85,179.88,-39.45,-179.97,-43.74
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010049_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-02-18,272955.0,-178.97,179.68,"(-178.97,179.68)",95.3988,72.6724,5281.2756,136.13,152.81,134.25,108.29,124.99
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010065_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-03-06,273015.0,-179.79,179.83,"(-179.79,179.83)",112.413,63.5025,4032.572,142.1,151.69,139.64,126.1,135.7
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010081_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-03-22,273136.0,-179.99,179.88,"(-179.99,179.88)",82.2381,84.2094,7091.2289,151.02,179.88,143.25,-179.99,-20.39
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010097_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-04-07,273125.0,-179.83,179.97,"(-179.83,179.97)",17.197,68.7729,4729.7179,-8.97,3.74,-15.08,-30.16,-17.46
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010113_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-04-23,273208.0,-180.0,179.99,"(-180.0,179.99)",98.1785,94.7508,8977.7047,170.3,179.99,165.74,-180.0,-2.36
MOD13A1_006__500m_16_days_relative_azimuth_angle_doy2010129_aid0001,_500m_16_days_relative_azimuth_angle,aid0001,2010-05-09,273184.0,-180.0,179.99,"(-180.0,179.99)",-73.258,122.1959,14931.8278,8.69,179.99,-168.07,-180.0,-175.4
